Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR21-00268155,,No Heat Complaint,21-03702001,2/17/2021 10:49 AM,2/18/2021 1:50 PM,Completed,,DOB - Buildings,Closed,6400 S EVANS AVE,60637.0,
SR21-00268262,,No Heat Complaint,,2/17/2021 10:59 AM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,,,60640.0,
SR21-00268266,,No Heat Complaint,21-03702077,2/17/2021 11:00 AM,2/19/2021 2:19 PM,Completed,ALT#--773-XXXXXXX---NO DOORBELLS----CALL BEFORE COMING OUT SO CALLER CAN LET YOU IN,DOB - Buildings,Closed,7400 S LUELLA AVE,60649.0,
SR21-00268610,,No Heat Complaint,21-03702283,2/17/2021 11:35 AM,2/18/2021 2:04 PM,Completed,no working door bell,DOB - Buildings,Closed,8100 S DREXEL AVE,60619.0,
SR21-00268881,,No Heat Complaint,21-03702461,2/17/2021 12:02 PM,2/23/2021 9:09 AM,Completed,,DOB - Buildings,Closed,100 W CHICAGO AVE,60654.0,
SR21-00268932,,No Heat Complaint,21-03702488,2/17/2021 12:08 PM,2/19/2021 12:01 PM,Completed,,DOB - Buildings,Closed,4300 W MAYPOLE AVE,60624.0,
SR21-00269312,,No Heat Complaint,21-03702701,2/17/2021 12:48 PM,2/18/2021 1:51 PM,Completed,,DOB - Buildings,Closed,6800 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00269318,,No Heat Complaint,,2/17/2021 12:49 PM,2/19/2021 10:35 AM,Completed,Property management is made aware of issue every season and sends 'maintenance' in and 'fixes' the issue. Whether that be on-site maintenance or LG contracted. The issue is never actually fixed. Our community thread on Facebook has plenty of complaints.,DOB - Buildings,,,60640.0,
SR21-00269408,,No Heat Complaint,21-03702755,2/17/2021 1:01 PM,2/21/2021 10:40 AM,Completed,,DOB - Buildings,Closed,700 W 61ST ST,60621.0,
SR21-00269831,,No Heat Complaint,21-03702989,2/17/2021 1:47 PM,2/19/2021 3:53 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,5100 W WASHINGTON BLVD,60644.0,
SR21-00270225,,No Heat Complaint,21-03703254,2/17/2021 2:30 PM,2/18/2021 1:58 PM,Completed,,DOB - Buildings,Closed,7100 S WENTWORTH AVE,60621.0,
SR21-00270428,,No Heat Complaint,21-03703366,2/17/2021 2:51 PM,2/18/2021 4:09 PM,Completed,,DOB - Buildings,Closed,1000 S MAY ST,60607.0,
SR21-00270454,,No Heat Complaint,21-03703383,2/17/2021 2:54 PM,2/19/2021 3:53 PM,Completed,,DOB - Buildings,Closed,5000 N KENMORE AVE,60640.0,
SR21-00270597,,No Heat Complaint,,2/17/2021 3:07 PM,2/18/2021 2:13 PM,Completed,,DOB - Buildings,,,60628.0,
SR21-00270689,,No Heat Complaint,,2/17/2021 3:15 PM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,,,60640.0,
SR21-00271027,,No Heat Complaint,21-03703731,2/17/2021 3:52 PM,2/19/2021 1:49 PM,Completed,APT XX,DOB - Buildings,Closed,0 W 120TH ST,60628.0,
SR21-00271389,,No Heat Complaint,,2/17/2021 4:35 PM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,,,60640.0,
SR21-00271532,,No Heat Complaint,21-03704025,2/17/2021 4:55 PM,2/19/2021 3:28 PM,Completed,,DOB - Buildings,Closed,1500 W MORSE AVE,60626.0,
SR21-00271684,,No Heat Complaint,21-03704128,2/17/2021 5:18 PM,2/19/2021 9:41 AM,Completed,i have 6 kids we have broken pipes no heater no water owner has been notified and ignores the problem,DOB - Buildings,Closed,2200 S SAWYER AVE,60623.0,
SR21-00271740,,No Heat Complaint,21-03704156,2/17/2021 5:27 PM,2/18/2021 1:58 PM,Completed,,DOB - Buildings,Closed,2100 E 68TH ST,60649.0,
SR21-00271873,,No Heat Complaint,21-03704240,2/17/2021 5:48 PM,2/19/2021 3:28 PM,Completed,Maintenance: 773-724-XXXX,DOB - Buildings,Closed,2200 W GRANVILLE AVE,60659.0,
SR21-00271886,,No Heat Complaint,,2/17/2021 5:50 PM,2/23/2021 9:09 AM,Completed,,DOB - Buildings,,,60654.0,
SR21-00272323,,No Heat Complaint,21-03704485,2/17/2021 7:36 PM,2/19/2021 1:43 PM,Completed,,DOB - Buildings,Closed,2500 E 83RD ST,60617.0,
SR21-00273032,,No Heat Complaint,21-03704796,2/17/2021 10:56 PM,2/19/2021 8:46 AM,Completed,,DOB - Buildings,Closed,5600 W NORTH AVE,60639.0,
SR21-00273129,,No Heat Complaint,21-03704839,2/18/2021 12:04 AM,2/21/2021 9:33 AM,Completed,,DOB - Buildings,Closed,2600 W GREENLEAF AVE,60645.0,
SR21-00273422,,No Heat Complaint,21-03704960,2/18/2021 6:27 AM,2/21/2021 4:46 PM,Completed,,DOB - Buildings,Closed,1000 W 104TH PL,60643.0,
SR21-00273583,,No Heat Complaint,21-03705053,2/18/2021 7:28 AM,2/18/2021 8:32 AM,Completed,,DOB - Buildings,Closed,4500 N HAMLIN AVE,60625.0,
SR21-00273606,,No Heat Complaint,21-03705061,2/18/2021 7:34 AM,2/19/2021 3:53 PM,Completed,,DOB - Buildings,Closed,4800 W GEORGE ST,60641.0,
SR21-00273919,,No Heat Complaint,21-03705247,2/18/2021 8:37 AM,2/20/2021 4:29 PM,Completed,OWNER DIED LAST YEAR--,DOB - Buildings,Closed,1500 S DRAKE AVE,60623.0,
SR21-00274122,,No Heat Complaint,21-03705379,2/18/2021 9:05 AM,2/19/2021 4:15 PM,Completed,,DOB - Buildings,Closed,8200 S MARYLAND AVE,60619.0,
SR21-00274656,,No Heat Complaint,21-03705694,2/18/2021 10:03 AM,2/19/2021 3:21 PM,Completed,,DOB - Buildings,Closed,4500 N ELSTON AVE,60630.0,
SR21-00274800,,No Heat Complaint,,2/18/2021 10:16 AM,2/21/2021 3:46 PM,Completed,MORTY IS THE MANAGER,DOB - Buildings,,,60620.0,
SR21-00275011,,No Heat Complaint,21-03705886,2/18/2021 10:40 AM,2/20/2021 12:55 PM,Completed,,DOB - Buildings,Closed,1000 N WOOD ST,60622.0,
SR21-00275553,,No Heat Complaint,21-03706242,2/18/2021 11:44 AM,2/20/2021 3:22 PM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00275832,,No Heat Complaint,21-03706435,2/18/2021 12:13 PM,2/19/2021 10:42 AM,Completed,,DOB - Buildings,Closed,5100 S DR MARTIN LUTHER KING JR DR,60615.0,
SR21-00275864,,No Heat Complaint,21-03706448,2/18/2021 12:17 PM,2/20/2021 12:32 PM,Completed,,DOB - Buildings,Closed,5000 W JACKSON BLVD,60644.0,
SR21-00276496,,No Heat Complaint,21-03706797,2/18/2021 1:27 PM,2/19/2021 2:04 PM,Completed,,DOB - Buildings,Closed,6000 S TROY ST,60629.0,
SR21-00276763,,No Heat Complaint,21-03706925,2/18/2021 1:51 PM,2/19/2021 4:15 PM,Completed,Caller only has heat in the one bedroom not in the rest of the house.  Please call before coming out.,DOB - Buildings,Closed,11800 S UNION AVE,60628.0,
SR21-00277000,,No Heat Complaint,21-03707053,2/18/2021 2:19 PM,2/19/2021 4:15 PM,Completed,,DOB - Buildings,Closed,2400 W 34TH PL,60608.0,
SR21-00278408,,No Heat Complaint,21-03707790,2/18/2021 4:56 PM,2/20/2021 1:03 PM,Completed,"I have more information / photos, including texts I sent to my landlord last winter (2019/2020) showing the unit in 30s/40s. I ended up re-caulking windows in my unit, because owner wouldn't do anything. I had to move out bc it was too cold",DOB - Buildings,Closed,2900 N RIDGEWAY AVE,60618.0,
SR21-00278524,,No Heat Complaint,21-03707852,2/18/2021 5:16 PM,2/20/2021 10:13 AM,Completed,,DOB - Buildings,Closed,800 W CHICAGO AVE,60642.0,
SR21-00278625,,No Heat Complaint,21-03707905,2/18/2021 5:36 PM,2/21/2021 9:33 AM,Completed,,DOB - Buildings,Closed,2300 W GRANVILLE AVE,60659.0,
SR21-00278859,,No Heat Complaint,21-03708011,2/18/2021 6:15 PM,2/19/2021 10:35 AM,Completed,Reference SR 213673498,DOB - Buildings,Closed,700 S WABASH AVE,60605.0,
SR21-00278865,,No Heat Complaint,21-03708013,2/18/2021 6:16 PM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,Closed,3600 N ASHLAND AVE,60613.0,
SR21-00278876,,No Heat Complaint,,2/18/2021 6:17 PM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,,,60613.0,
SR21-00278925,,No Heat Complaint,,2/18/2021 6:29 PM,2/19/2021 10:35 AM,Completed,,DOB - Buildings,,,60613.0,
SR21-00279817,,No Heat Complaint,21-03708385,2/18/2021 10:23 PM,2/20/2021 12:32 PM,Completed,,DOB - Buildings,Closed,100 N KEELER AVE,60624.0,
SR21-00280717,,No Heat Complaint,21-03708760,2/19/2021 8:12 AM,2/20/2021 8:56 AM,Completed,,DOB - Buildings,Closed,1900 W CULLOM AVE,60613.0,
SR21-00281407,,No Heat Complaint,21-03709248,2/19/2021 9:46 AM,2/20/2021 1:02 PM,Completed,,DOB - Buildings,Closed,1800 S RIDGEWAY AVE,60623.0,
SR21-00281465,,No Heat Complaint,21-03709286,2/19/2021 9:51 AM,2/20/2021 4:29 PM,Completed,,DOB - Buildings,Closed,6100 S WHIPPLE ST,60629.0,
SR21-00281506,,No Heat Complaint,21-03709313,2/19/2021 9:54 AM,2/20/2021 11:48 AM,Completed,EMERGENCY - Please contact caller prior to coming out for entry,DOB - Buildings,Closed,1800 S ALLPORT ST,60608.0,
SR21-00281608,,No Heat Complaint,21-03709363,2/19/2021 10:04 AM,2/20/2021 3:22 PM,Completed,,DOB - Buildings,Closed,800 W AINSLIE ST,60640.0,
SR21-00281776,,No Heat Complaint,21-03709465,2/19/2021 10:22 AM,2/21/2021 9:33 AM,Completed,,DOB - Buildings,Closed,3200 W FULLERTON AVE,60647.0,
SR21-00281857,,No Heat Complaint,21-03709506,2/19/2021 10:31 AM,2/21/2021 9:33 AM,Completed,"he was taken to the hospital, they can come today.",DOB - Buildings,Closed,4600 N KARLOV AVE,60630.0,
SR21-00282087,,No Heat Complaint,21-03709663,2/19/2021 11:03 AM,2/23/2021 1:34 PM,Completed,,DOB - Buildings,Closed,5800 N KENMORE AVE,60660.0,
SR21-00282221,,No Heat Complaint,21-03709747,2/19/2021 11:19 AM,2/20/2021 8:27 AM,Completed,,DOB - Buildings,Closed,400 S MORGAN ST,60607.0,
SR21-00282679,,No Heat Complaint,,2/19/2021 12:03 PM,2/20/2021 4:29 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,,,60629.0,
SR21-00282681,,No Heat Complaint,21-03710015,2/19/2021 12:03 PM,2/20/2021 8:55 AM,Completed,,DOB - Buildings,Closed,2900 W WARREN BLVD,60612.0,
SR21-00282755,,No Heat Complaint,21-03710048,2/19/2021 12:09 PM,2/20/2021 4:30 PM,Completed,"There is no heat, no hot water, water is leaking and causing a shortage with the electrical wiring. There is a roach and rodent infestation. Property management has not come once to address any of these issues",DOB - Buildings,Closed,5200 S CALUMET AVE,60615.0,
SR21-00283287,,No Heat Complaint,21-03710316,2/19/2021 1:11 PM,2/20/2021 8:21 AM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,0 E 68TH ST,60637.0,
SR21-00283352,,No Heat Complaint,21-03710341,2/19/2021 1:16 PM,2/20/2021 8:22 AM,Completed,,DOB - Buildings,Closed,0 E 68TH ST,60637.0,
SR21-00284370,,No Heat Complaint,21-03710947,2/19/2021 2:54 PM,2/20/2021 8:57 AM,Completed,,DOB - Buildings,Closed,3600 W WABANSIA AVE,60647.0,
SR21-00284818,,No Heat Complaint,21-03711212,2/19/2021 3:44 PM,2/20/2021 4:29 PM,Completed,,DOB - Buildings,Closed,2700 W 61ST ST,60629.0,
SR21-00285277,,No Heat Complaint,21-03711488,2/19/2021 4:32 PM,2/20/2021 4:29 PM,Completed,,DOB - Buildings,Closed,2700 W 61ST ST,60629.0,
SR21-00285532,,No Heat Complaint,,2/19/2021 5:09 PM,2/20/2021 12:32 PM,Completed,,DOB - Buildings,,,60644.0,
SR21-00285733,,No Heat Complaint,21-03711666,2/19/2021 5:35 PM,2/21/2021 8:58 AM,Completed,,DOB - Buildings,Closed,3900 S VINCENNES AVE,60653.0,
SR21-00285868,,No Heat Complaint,21-03711728,2/19/2021 6:04 PM,2/20/2021 1:35 PM,Completed,When communicating with tenant/ homeowner please have Spanish translator or Spanish speaking person to better communicate.,DOB - Buildings,Closed,5000 W WOLFRAM ST,60641.0,
SR21-00286066,,No Heat Complaint,21-03711855,2/19/2021 6:55 PM,2/20/2021 12:32 PM,Completed,,DOB - Buildings,Closed,2900 W HARRISON ST,60612.0,
SR21-00286333,,No Heat Complaint,21-03711990,2/19/2021 8:26 PM,2/20/2021 3:22 PM,Completed,,DOB - Buildings,Closed,4400 S TROY ST,60632.0,
SR21-00287103,,No Heat Complaint,21-03712256,2/20/2021 4:28 AM,2/20/2021 1:24 PM,Completed,,DOB - Buildings,Closed,2800 W 21ST ST,60623.0,
SR21-00287230,,No Heat Complaint,21-03712310,2/20/2021 6:57 AM,2/23/2021 11:04 AM,Completed,,DOB - Buildings,Closed,5400 W WELLINGTON AVE,60641.0,
SR21-00287332,,No Heat Complaint,21-03712345,2/20/2021 7:34 AM,2/21/2021 2:13 PM,Completed,,DOB - Buildings,Closed,2200 N PARKSIDE AVE,60639.0,
SR21-00287371,,No Heat Complaint,21-03712352,2/20/2021 7:43 AM,2/20/2021 1:57 PM,Completed,No heat,DOB - Buildings,Closed,4500 W WASHINGTON BLVD,60624.0,
SR21-00287772,,No Heat Complaint,21-03712500,2/20/2021 9:09 AM,2/21/2021 12:16 PM,Completed,,DOB - Buildings,Closed,4200 W NORTH AVE,60639.0,
SR21-00288191,,No Heat Complaint,21-03712706,2/20/2021 10:28 AM,2/21/2021 10:35 AM,Completed,,DOB - Buildings,Closed,2200 S KIRKLAND AVE,60623.0,
SR21-00288906,,No Heat Complaint,21-03713049,2/20/2021 12:40 PM,2/21/2021 4:04 PM,Completed,,DOB - Buildings,Closed,8000 S PAULINA ST,60620.0,
SR21-00288979,,No Heat Complaint,21-03713087,2/20/2021 12:57 PM,2/23/2021 11:04 AM,Completed,,DOB - Buildings,Closed,4000 N KENMORE AVE,60613.0,
SR21-00289189,,No Heat Complaint,21-03713201,2/20/2021 1:55 PM,2/21/2021 1:38 PM,Completed,,DOB - Buildings,Closed,4300 S SAWYER AVE,60632.0,
SR21-00289412,,No Heat Complaint,21-03713318,2/20/2021 2:54 PM,2/23/2021 3:00 PM,Completed,,DOB - Buildings,Closed,6200 N FRANCISCO AVE,60659.0,
SR21-00289680,,No Heat Complaint,21-03713448,2/20/2021 4:05 PM,2/22/2021 10:59 AM,Completed,SR21-00289649- Several requests were entered. The tenant( Cristobal) would need a Spanish interpreter if the inspector can not speak Spanish. The caller is contacting the buildings department on behalf of tenant due to language barrier. The attic unit isn’t being warmed up. Currently warming with multiple space heaters.,DOB - Buildings,Closed,5000 W WOLFRAM ST,60641.0,
SR21-00289684,,No Heat Complaint,21-03713450,2/20/2021 4:06 PM,2/23/2021 11:04 AM,Completed,The caller states she feels the landlord is not supplying the heat because he is trying to intimidate her. She states she has been paying rent.,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00289778,,No Heat Complaint,21-03713513,2/20/2021 4:31 PM,2/22/2021 1:54 PM,Completed,,DOB - Buildings,Closed,3700 W ARMITAGE AVE,60647.0,
SR21-00289934,,No Heat Complaint,21-03713622,2/20/2021 5:02 PM,2/21/2021 1:38 PM,Completed,,DOB - Buildings,Closed,4000 S ALBANY AVE,60632.0,
SR21-00289956,,No Heat Complaint,21-03713635,2/20/2021 5:09 PM,2/21/2021 12:16 PM,Completed,,DOB - Buildings,Closed,3800 W OHIO ST,60624.0,
SR21-00290193,,No Heat Complaint,,2/20/2021 6:21 PM,2/23/2021 11:04 AM,Completed,My electric bill is 50 over the norm due to space heaters running around the clock.,DOB - Buildings,,,60613.0,
SR21-00290689,,No Heat Complaint,21-03714011,2/20/2021 9:58 PM,2/21/2021 4:04 PM,Completed,THE CALLER STATED THE THEY HAVE RATS AND ROACHES IN A APARTMENT,DOB - Buildings,Closed,10400 S CORLISS AVE,60628.0,
SR21-00291293,,No Heat Complaint,21-03714168,2/21/2021 6:10 AM,2/22/2021 2:58 PM,Completed,,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR21-00291570,,No Heat Complaint,21-03714242,2/21/2021 8:09 AM,2/22/2021 12:58 PM,Completed,,DOB - Buildings,Closed,3900 W HURON ST,60624.0,
SR21-00291685,,No Heat Complaint,21-03714275,2/21/2021 8:37 AM,2/22/2021 12:57 PM,Completed,,DOB - Buildings,Closed,2600 W LEXINGTON ST,60612.0,
SR21-00292097,,No Heat Complaint,21-03714452,2/21/2021 10:17 AM,2/22/2021 1:59 PM,Completed,,DOB - Buildings,Closed,6000 S TALMAN AVE,60629.0,
SR21-00292236,,No Heat Complaint,21-03714518,2/21/2021 10:48 AM,2/22/2021 2:28 PM,Completed,,DOB - Buildings,Closed,4800 W GEORGE ST,60641.0,
SR21-00292514,,No Heat Complaint,21-03714630,2/21/2021 11:36 AM,2/22/2021 12:57 PM,Completed,The caller has been without heat for 5 days.,DOB - Buildings,Closed,4100 W MONROE ST,60624.0,
SR21-00292606,,No Heat Complaint,21-03714657,2/21/2021 11:50 AM,2/23/2021 3:00 PM,Completed,PLEASE CALL AN HOUR BEFORE COMING,DOB - Buildings,Closed,2300 W GRANVILLE AVE,60659.0,
SR21-00292888,,No Heat Complaint,21-03714780,2/21/2021 12:42 PM,2/22/2021 2:44 PM,Completed,,DOB - Buildings,Closed,8700 S WALLACE ST,60620.0,
SR21-00294453,,No Heat Complaint,21-03715406,2/21/2021 7:36 PM,2/22/2021 12:57 PM,Completed,NO HEAT,DOB - Buildings,Closed,4500 W WASHINGTON BLVD,60624.0,
SR21-00294575,,No Heat Complaint,21-03715460,2/21/2021 8:19 PM,2/22/2021 9:29 AM,Completed,,DOB - Buildings,Closed,3400 S RHODES AVE,60616.0,
SR21-00294905,,No Heat Complaint,21-03715574,2/21/2021 10:24 PM,2/22/2021 7:53 AM,Completed,,DOB - Buildings,Closed,6700 S CLYDE AVE,60649.0,
SR21-00295002,,No Heat Complaint,21-03715610,2/21/2021 11:21 PM,2/23/2021 11:04 AM,Completed,,DOB - Buildings,Closed,2800 N BURLING ST,60657.0,
SR21-00296160,,No Heat Complaint,,2/22/2021 7:45 AM,2/22/2021 9:29 AM,Completed,,DOB - Buildings,,,60616.0,
SR21-00296393,,No Heat Complaint,21-03716407,2/22/2021 8:25 AM,2/24/2021 1:51 PM,Completed,,DOB - Buildings,Closed,8100 S DREXEL AVE,60619.0,
SR21-00296527,,No Heat Complaint,21-03716504,2/22/2021 8:41 AM,2/24/2021 1:51 PM,Completed,USING THE STOVE FOR HEAT,DOB - Buildings,Closed,8700 S EXCHANGE AVE,60617.0,
SR21-00296841,,No Heat Complaint,21-03716714,2/22/2021 9:23 AM,2/23/2021 2:26 PM,Completed,,DOB - Buildings,Closed,4800 W MONROE ST,60644.0,
SR21-00296876,,No Heat Complaint,21-03716737,2/22/2021 9:26 AM,2/24/2021 8:19 AM,Completed,,DOB - Buildings,Closed,5700 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00297321,,No Heat Complaint,21-03717039,2/22/2021 10:08 AM,2/23/2021 3:51 PM,Completed,,DOB - Buildings,Closed,6900 S ASHLAND AVE,60636.0,
SR21-00297492,,No Heat Complaint,21-03717154,2/22/2021 10:23 AM,2/23/2021 3:51 PM,Completed,,DOB - Buildings,Closed,7800 S PAULINA ST,60620.0,
SR21-00297596,,No Heat Complaint,21-03717211,2/22/2021 10:32 AM,2/23/2021 10:32 AM,Completed,,DOB - Buildings,Closed,2600 W MADISON ST,60612.0,
SR21-00298617,,No Heat Complaint,21-03717960,2/22/2021 12:20 PM,2/24/2021 1:51 PM,Completed,,DOB - Buildings,Closed,8900 S HOUSTON AVE,60617.0,
SR21-00298837,,No Heat Complaint,21-03718118,2/22/2021 12:40 PM,2/24/2021 8:19 AM,Completed,no working door please call before coming out,DOB - Buildings,Closed,3400 S RHODES AVE,60616.0,
SR21-00299772,,No Heat Complaint,21-03718726,2/22/2021 2:19 PM,2/23/2021 12:44 PM,Completed,"Already submitted complaint. SR21-00289778

Maintenance came back in Sun 2/21 at about 8am to fix furnace. Furnace is now working but thru make shift means / adapting an extension cord through the apartment to turn on the furnace.",DOB - Buildings,Closed,3700 W ARMITAGE AVE,60647.0,
SR21-00300675,,No Heat Complaint,21-03719362,2/22/2021 4:12 PM,2/24/2021 8:26 AM,Completed,,DOB - Buildings,Closed,10400 S CORLISS AVE,60628.0,
SR21-00301102,,No Heat Complaint,21-03719622,2/22/2021 5:09 PM,2/23/2021 4:19 PM,Completed,"There are also building and electrical code violations, no address over the main entrance.",DOB - Buildings,Closed,6400 N SHERIDAN RD,60626.0,
SR21-00301882,,No Heat Complaint,21-03720046,2/22/2021 8:57 PM,2/24/2021 8:35 AM,Completed,,DOB - Buildings,Closed,4400 S GREENWOOD AVE,60653.0,
SR21-00302394,,No Heat Complaint,21-03720249,2/23/2021 2:00 AM,2/24/2021 12:05 PM,Completed,,DOB - Buildings,Closed,3300 N LAKE SHORE DR,60657.0,
SR21-00303385,,No Heat Complaint,21-03720805,2/23/2021 9:19 AM,2/25/2021 4:28 PM,Completed,,DOB - Buildings,Closed,1800 S ALLPORT ST,60608.0,
SR21-00303680,,No Heat Complaint,21-03721014,2/23/2021 9:50 AM,2/24/2021 8:26 AM,Completed,,DOB - Buildings,Closed,7900 S EAST END AVE,60617.0,
SR21-00305419,,No Heat Complaint,21-03722275,2/23/2021 12:48 PM,2/24/2021 3:33 PM,Completed,PER TENANT 2 SENIORS AND 1 3 YR OLD IN APT NO HEAT SINCE DEC PEOPLES GAS SHUT OFF BECAUSE OF DANGEROUS CONDITION L. IS DOING NOTHING,DOB - Buildings,Closed,1500 S DRAKE AVE,60623.0,
SR21-00306760,,No Heat Complaint,21-03723179,2/23/2021 3:15 PM,2/24/2021 4:02 PM,Completed,On going case but the the heat still isn’t fixed.,DOB - Buildings,Closed,5000 N SPRINGFIELD AVE,60625.0,
SR21-00307022,,No Heat Complaint,21-03723352,2/23/2021 3:49 PM,2/28/2021 11:50 AM,Completed,,DOB - Buildings,Closed,6100 S ROCKWELL ST,60629.0,
SR21-00307542,,No Heat Complaint,21-03723720,2/23/2021 5:11 PM,2/24/2021 4:02 PM,Completed,Landlord has $2500.00.  My rent is $1250.00 /mo to which i have never missed payment from August 2020 thru Feb. 2021.  My electric bill is outstanding due to space heaters to be warm with 3 coats on.,DOB - Buildings,Closed,1400 N PAULINA ST,60622.0,
SR21-00308027,,No Heat Complaint,21-03724009,2/23/2021 7:26 PM,2/25/2021 3:28 PM,Completed,,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00308210,,No Heat Complaint,21-03724134,2/23/2021 8:23 PM,3/2/2021 12:49 PM,Completed,,DOB - Buildings,Closed,6200 S CALIFORNIA AVE,60629.0,
SR21-00308341,,No Heat Complaint,21-03724209,2/23/2021 9:10 PM,2/28/2021 11:50 AM,Completed,,DOB - Buildings,Closed,4400 S GREENWOOD AVE,60653.0,
SR21-00308558,,No Heat Complaint,21-03724293,2/23/2021 10:41 PM,2/26/2021 11:24 PM,Completed,"per CFD,, 4 unit bldg no heat.. tenants using gas stove to heat up",DOB - Buildings,Closed,7100 S MARSHFIELD AVE,60636.0,
SR21-00308658,,No Heat Complaint,21-03724326,2/24/2021 12:12 AM,2/24/2021 4:02 PM,Completed,,DOB - Buildings,Closed,5600 N RIDGE AVE,60660.0,
SR21-00308986,,No Heat Complaint,21-03724468,2/24/2021 6:55 AM,3/2/2021 1:08 PM,Completed,,DOB - Buildings,Closed,600 E 71ST ST,60619.0,
SR21-00309114,,No Heat Complaint,21-03724535,2/24/2021 7:31 AM,3/2/2021 4:17 PM,Completed,,DOB - Buildings,Closed,1500 E 67TH PL,60637.0,
SR21-00309392,,No Heat Complaint,21-03724682,2/24/2021 8:20 AM,2/26/2021 12:31 PM,Completed,,DOB - Buildings,Closed,2700 N KIMBALL AVE,60647.0,
SR21-00309506,,No Heat Complaint,21-03724735,2/24/2021 8:33 AM,3/2/2021 12:49 PM,Completed,,DOB - Buildings,Closed,2400 W 61ST ST,60629.0,
SR21-00309520,,No Heat Complaint,21-03724742,2/24/2021 8:35 AM,2/25/2021 8:18 PM,Completed,,DOB - Buildings,Closed,1100 N LA SALLE DR,60610.0,
SR21-00310343,,No Heat Complaint,21-03725317,2/24/2021 10:00 AM,2/26/2021 9:11 AM,Completed,,DOB - Buildings,Closed,2200 N KEYSTONE AVE,60639.0,
SR21-00310362,,No Heat Complaint,21-03725331,2/24/2021 10:02 AM,2/26/2021 9:11 AM,Completed,,DOB - Buildings,Closed,2200 N KEYSTONE AVE,60639.0,
SR21-00312716,,No Heat Complaint,21-03726996,2/24/2021 2:24 PM,2/26/2021 11:24 PM,Completed,XXX flr,DOB - Buildings,Closed,6700 S ASHLAND AVE,60636.0,
SR21-00312810,,No Heat Complaint,21-03727079,2/24/2021 2:29 PM,3/2/2021 11:25 AM,Completed,,DOB - Buildings,Closed,4900 N WINTHROP AVE,60640.0,
SR21-00313222,,No Heat Complaint,,2/24/2021 3:12 PM,2/24/2021 4:02 PM,Completed,,DOB - Buildings,,,60625.0,
SR21-00313404,,No Heat Complaint,21-03727497,2/24/2021 3:30 PM,3/2/2021 4:17 PM,Completed,,DOB - Buildings,Closed,10400 S CORLISS AVE,60628.0,
SR21-00313723,,No Heat Complaint,21-03727706,2/24/2021 4:12 PM,3/3/2021 1:39 PM,Completed,No one still has not came and we are freezing they keep saying he coming to fix it and he still ain’t came,DOB - Buildings,Closed,100 N CENTRAL AVE,60644.0,
SR21-00313886,,No Heat Complaint,21-03727819,2/24/2021 4:34 PM,3/2/2021 11:48 AM,Completed,there is no insulation walls,DOB - Buildings,Closed,6100 N KENMORE AVE,60660.0,
SR21-00314336,,No Heat Complaint,21-03728107,2/24/2021 5:46 PM,3/2/2021 12:13 PM,Completed,,DOB - Buildings,Closed,6200 N KENMORE AVE,60660.0,
SR21-00314437,,No Heat Complaint,21-03728176,2/24/2021 6:04 PM,3/2/2021 2:52 PM,Completed,Caller states the heat only comes on for about 30 minutes and there is no heat on during the night,DOB - Buildings,Closed,2000 N LAMON AVE,60639.0,
SR21-00315057,,No Heat Complaint,21-03728540,2/24/2021 9:17 PM,2/28/2021 11:50 AM,Completed,,DOB - Buildings,Closed,5200 S KEELER AVE,60632.0,
SR21-00315111,,No Heat Complaint,21-03728560,2/24/2021 9:37 PM,3/2/2021 2:12 PM,Completed,,DOB - Buildings,Closed,5300 W PENSACOLA AVE,60641.0,
SR21-00315532,,No Heat Complaint,21-03728724,2/25/2021 1:54 AM,2/26/2021 11:25 PM,Completed,,DOB - Buildings,Closed,7600 S EVANS AVE,60619.0,
SR21-00315621,,No Heat Complaint,21-03728759,2/25/2021 4:27 AM,3/4/2021 9:51 AM,Completed,LANDLORD WON'T DO NOTHING----CALL BEFORE COMING OUT----CALLER NEED A NEW FURNANCE,DOB - Buildings,Closed,3800 W HIRSCH ST,60651.0,
SR21-00315712,,No Heat Complaint,21-03728807,2/25/2021 6:05 AM,3/2/2021 12:38 PM,Completed,LANDLORD WON'T DO ANYTHING---CALL BEFORE COMING OUT,DOB - Buildings,Closed,6300 N ARTESIAN AVE,60659.0,
