Service Request Number,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,_key,_address,_latitude,_longitude,_count
SR21-00221669,No Heat Complaint,21-03677602,2/8/2021 6:40 PM,2/10/2021 8:53 AM,Completed,"There is no thermometer on the gas heater so I don’t know the temperature of what the room is, but taking the kitchen space heater temp into consideration it doesn’t feel like this is okay.",DOB - Buildings,Closed,3100 S Union Ave,60616,3100 S Union Ave-60616,"3100 S Union Ave, Chicago, IL 60616, USA",41.8380611,-87.64383389999999,1
SR21-00221750,No Heat Complaint,21-03677671,2/8/2021 6:53 PM,2/11/2021 8:32 AM,Completed,,DOB - Buildings,Closed,4900 N Marine Dr,60640,4900 N Marine Dr-60640,"4900 N Marine Dr, Chicago, IL 60640, USA",41.9718526,-87.65125119999999,1
SR21-00221941,No Heat Complaint,21-03677807,2/8/2021 7:45 PM,2/10/2021 8:53 AM,Completed,,DOB - Buildings,Closed,6200 S Greenwood Ave,60637,6200 S Greenwood Ave-60637,"6200 S Greenwood Ave, Chicago, IL 60637, USA",41.780907,-87.5994552,1
SR21-00222108,No Heat Complaint,21-03677901,2/8/2021 8:23 PM,2/10/2021 10:51 AM,Completed,,DOB - Buildings,Closed,3000 W Ainslie St,60625,3000 W Ainslie St-60625,"3000 W Ainslie St, Chicago, IL 60625, USA",41.9703082,-87.70394089999999,1
SR21-00222208,No Heat Complaint,21-03677975,2/8/2021 9:03 PM,2/16/2021 4:02 PM,Completed,,DOB - Buildings,Closed,4400 S Prairie Ave,60653,4400 S Prairie Ave-60653,"4400 S Prairie Ave, Chicago, IL 60653, USA",41.814582,-87.6202349,1
SR21-00222247,No Heat Complaint,21-03677995,2/8/2021 9:25 PM,2/10/2021 8:28 PM,Completed,,DOB - Buildings,Closed,600 W Grace St,60613,600 W Grace St-60613,"600 W Grace St, Chicago, IL 60613, USA",41.9523367,-87.6450156,1
SR21-00222524,No Heat Complaint,21-03678094,2/8/2021 11:52 PM,2/10/2021 9:22 AM,Completed,"The vents are producing Air/ not heat (though the  temperature may indicate 71 degrees, its NOT correct) It is very cold in this unit",DOB - Buildings,Closed,1100 W 19Th St,60608,1100 W 19Th St-60608,"1100 W 19th St, Chicago, IL 60608, USA",41.8566384,-87.6531669,1
SR21-00222588,No Heat Complaint,21-03678112,2/9/2021 12:49 AM,2/11/2021 10:39 AM,Completed,,DOB - Buildings,Closed,1400 W Rosemont Ave,60660,1400 W Rosemont Ave-60660,"1400 W Rosemont Ave, Chicago, IL 60660, USA",41.996676,-87.665689,2
SR21-00222706,No Heat Complaint,21-03678149,2/9/2021 4:02 AM,2/11/2021 8:32 AM,Completed,,DOB - Buildings,Closed,6700 N California Ave,60645,6700 N California Ave-60645,"6700 N California Ave, Chicago, IL 60645, USA",42.0030168,-87.69977949999999,1
SR21-00222717,No Heat Complaint,21-03678154,2/9/2021 4:24 AM,2/11/2021 1:57 PM,Completed,Home#773-XXXXXXX,DOB - Buildings,Closed,8300 S Saint Lawrence Ave,60619,8300 S Saint Lawrence Ave-60619,"8300 S St Lawrence Ave, Chicago, IL 60619, USA",41.7438784,-87.60988019999999,1
SR21-00222883,No Heat Complaint,21-03678244,2/9/2021 7:12 AM,2/12/2021 3:56 PM,Completed,,DOB - Buildings,Closed,7500 S Phillips Ave,60649,7500 S Phillips Ave-60649,"7500 S Phillips Ave, Chicago, IL 60649, USA",41.758987,-87.565159,1
SR21-00223082,No Heat Complaint,21-03678352,2/9/2021 7:56 AM,2/10/2021 2:12 PM,Completed,,DOB - Buildings,Closed,2600 N Moody Ave,60639,2600 N Moody Ave-60639,"2600 N Moody Ave, Chicago, IL 60639, USA",41.9275708,-87.7797729,2
SR21-00223189,No Heat Complaint,21-03678413,2/9/2021 8:13 AM,2/14/2021 1:12 PM,Completed,,DOB - Buildings,Closed,6000 S Elizabeth St,60636,6000 S Elizabeth St-60636,"6000 S Elizabeth St, Chicago, IL 60636, USA",41.7849189,-87.65614029999999,1
SR21-00223314,No Heat Complaint,21-03678471,2/9/2021 8:32 AM,2/10/2021 3:44 PM,Completed,CALL BEFORE COMING OUT----DOORBELLS BROKEN,DOB - Buildings,Closed,10800 S Prairie Ave,60628,10800 S Prairie Ave-60628,"10800 S Prairie Ave, Chicago, IL 60628, USA",41.697958,-87.6175109,1
SR21-00223388,No Heat Complaint,21-03678511,2/9/2021 8:42 AM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,3000 W Jackson Blvd,60612,3000 W Jackson Blvd-60612,"3000 W Jackson Blvd, Chicago, IL 60612, USA",41.8776497,-87.7012653,1
SR21-00223498,No Heat Complaint,21-03678581,2/9/2021 8:56 AM,2/11/2021 10:03 AM,Completed,,DOB - Buildings,Closed,8000 S May St,60620,8000 S May St-60620,"8000 S May St, Chicago, IL 60620, USA",41.748529,-87.6528189,1
SR21-00223523,No Heat Complaint,21-03678590,2/9/2021 8:59 AM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,3500 W Van Buren St,60624,3500 W Van Buren St-60624,"3500 W Van Buren St, Chicago, IL 60624, USA",41.8756873,-87.71309959999999,1
SR21-00223526,No Heat Complaint,21-03678592,2/9/2021 9:00 AM,2/10/2021 2:56 PM,Completed,,DOB - Buildings,Closed,6600 S Perry Ave,60621,6600 S Perry Ave-60621,"6600 S Perry Ave, Chicago, IL 60621, USA",41.7744419,-87.6287605,1
SR21-00223635,No Heat Complaint,21-03678645,2/9/2021 9:14 AM,2/11/2021 1:57 PM,Completed,,DOB - Buildings,Closed,8200 S Eberhart Ave,60619,8200 S Eberhart Ave-60619,"8200 S Eberhart Ave, Chicago, IL 60619, USA",41.7454881,-87.6127085,2
SR21-00223746,No Heat Complaint,21-03678725,2/9/2021 9:22 AM,2/12/2021 9:41 AM,Completed,,DOB - Buildings,Closed,2100 W 52Nd Pl,60609,2100 W 52Nd Pl-60609,"2100 W 52nd Pl, Chicago, IL 60609, USA",41.7981825,-87.67700970000001,1
SR21-00223951,No Heat Complaint,21-03678881,2/9/2021 9:42 AM,2/10/2021 3:44 PM,Completed,,DOB - Buildings,Closed,200 E 108Th St,60628,200 E 108Th St-60628,"200 E 108th St, Chicago, IL 60628, USA",41.6981077,-87.61840289999999,1
SR21-00224267,No Heat Complaint,21-03679070,2/9/2021 10:15 AM,2/10/2021 11:10 AM,Completed,,DOB - Buildings,Closed,6600 S Dr Martin Luther King Jr Dr,60637,6600 S Dr Martin Luther King Jr Dr-60637,"6600 S Martin Luther King Dr, Chicago, IL 60637, USA",41.7746713,-87.61626079999999,1
SR21-00224315,No Heat Complaint,21-03679097,2/9/2021 10:20 AM,2/12/2021 9:42 AM,Completed,,DOB - Buildings,Closed,5700 S Morgan St,60621,5700 S Morgan St-60621,"5700 S Morgan St, Chicago, IL 60621, USA",41.79049330000001,-87.6501552,1
SR21-00224358,No Heat Complaint,21-03679121,2/9/2021 10:23 AM,2/12/2021 2:16 PM,Completed,,DOB - Buildings,Closed,7900 S Aberdeen St,60620,7900 S Aberdeen St-60620,"7900 S Aberdeen St, Chicago, IL 60620, USA",41.7505151,-87.65131869999999,1
SR21-00224518,No Heat Complaint,21-03679214,2/9/2021 10:36 AM,2/11/2021 9:16 AM,Completed,,DOB - Buildings,Closed,2800 W Montrose Ave,60618,2800 W Montrose Ave-60618,"2800 W Montrose Ave, Chicago, IL 60618, USA",41.9614729,-87.69882439999999,1
SR21-00224562,No Heat Complaint,21-03679241,2/9/2021 10:41 AM,2/11/2021 1:57 PM,Completed,,DOB - Buildings,Closed,7900 S State St,60619,7900 S State St-60619,"7900 S State St, Chicago, IL 60621, USA",41.7506826,-87.6246716,1
SR21-00224623,No Heat Complaint,21-03679275,2/9/2021 10:49 AM,2/11/2021 12:18 PM,Completed,"HEAT HASNT BEEN ON SINCE NOVEMBER, LANDLORD IS ABSENTEE. CHILDREN AND PREGNANT WOMEN ARE THERE.",DOB - Buildings,Closed,800 N Leclaire Ave,60651,800 N Leclaire Ave-60651,"800 N Leclaire Ave, Chicago, IL 60651, USA",41.894961,-87.75316169999999,1
SR21-00224833,No Heat Complaint,21-03679403,2/9/2021 11:19 AM,2/11/2021 4:20 PM,Completed,RING ALL THE BELLS,DOB - Buildings,Closed,2800 E 130Th St,60633,2800 E 130Th St-60633,"2800 E 130th St, Chicago, IL 60633, USA",41.6594453,-87.5554416,1
SR21-00224887,No Heat Complaint,21-03679442,2/9/2021 11:25 AM,2/11/2021 8:14 AM,Completed,,DOB - Buildings,Closed,3600 N Greenview Ave,60613,3600 N Greenview Ave-60613,"3600 N Greenview Ave, Chicago, IL 60613, USA",41.9473001,-87.666636,2
SR21-00224936,No Heat Complaint,21-03679476,2/9/2021 11:30 AM,2/11/2021 8:14 AM,Completed,,DOB - Buildings,Closed,3000 W Addison St,60618,3000 W Addison St-60618,"3000 W Addison St, Chicago, IL 60618, USA",41.9468656,-87.7031169,1
SR21-00224951,No Heat Complaint,21-03679484,2/9/2021 11:33 AM,2/15/2021 10:05 AM,Completed,,DOB - Buildings,Closed,1300 N Bosworth Ave,60642,1300 N Bosworth Ave-60642,"1300 N Bosworth Ave, Chicago, IL 60642, USA",41.9052236,-87.66653079999999,1
SR21-00225072,No Heat Complaint,21-03679564,2/9/2021 11:45 AM,2/16/2021 4:02 PM,Completed,CALL BEFORE COMING,DOB - Buildings,Closed,4500 S Vincennes Ave,60653,4500 S Vincennes Ave-60653,"4500 S Vincennes Ave, Chicago, IL 60653, USA",41.8130478,-87.6139352,1
SR21-00225985,No Heat Complaint,21-03680133,2/9/2021 1:18 PM,2/12/2021 9:24 AM,Completed,,DOB - Buildings,Closed,6700 S Racine Ave,60636,6700 S Racine Ave-60636,"6700 S Racine Ave, Chicago, IL 60636, USA",41.7723034,-87.6543178,1
SR21-00226069,No Heat Complaint,21-03680183,2/9/2021 1:29 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,900 S Independence Blvd,60624,900 S Independence Blvd-60624,"900 S Independence Blvd, Chicago, IL 60624, USA",41.86988540000001,-87.720253,1
SR21-00226180,No Heat Complaint,21-03680270,2/9/2021 1:43 PM,2/11/2021 10:39 AM,Completed,,DOB - Buildings,Closed,7400 N Wolcott Ave,60626,7400 N Wolcott Ave-60626,"7400 N Wolcott Ave, Chicago, IL 60626, USA",42.01707770000001,-87.67800799999999,1
SR21-00226864,No Heat Complaint,21-03680702,2/9/2021 3:08 PM,2/16/2021 12:30 PM,Completed,ms betty jones is manager,DOB - Buildings,Closed,3000 W 21St Pl,60623,3000 W 21St Pl-60623,"3000 W 21st Pl, Chicago, IL 60623, USA",41.853045,-87.7004744,2
SR21-00227087,No Heat Complaint,21-03680842,2/9/2021 3:43 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,2800 W Grand Ave,60612,2800 W Grand Ave-60612,"2800 W Grand Ave, Chicago, IL 60612, USA",41.89462160000001,-87.6969434,1
SR21-00227446,No Heat Complaint,21-03681063,2/9/2021 4:43 PM,2/12/2021 3:36 PM,Completed,,DOB - Buildings,Closed,300 W 116Th St,60628,300 W 116Th St-60628,"300 W 116th St, Chicago, IL 60628, USA",41.6834101,-87.6300424,1
SR21-00227529,No Heat Complaint,21-03681116,2/9/2021 5:04 PM,2/12/2021 9:42 AM,Completed,,DOB - Buildings,Closed,700 E 69Th St,60637,700 E 69Th St-60637,"700 E 69th St, Chicago, IL 60637, USA",41.7694656,-87.6080939,1
SR21-00227553,No Heat Complaint,21-03681128,2/9/2021 5:08 PM,2/12/2021 12:35 PM,Completed,,DOB - Buildings,Closed,4400 W 87Th St,60652,4400 W 87Th St-60652,"4400 W 87th St, Chicago, IL 60652, USA",41.7349459,-87.7313058,1
SR21-00228021,No Heat Complaint,21-03681397,2/9/2021 6:57 PM,2/16/2021 4:02 PM,Completed,,DOB - Buildings,Closed,200 E 32Nd St,60616,200 E 32Nd St-60616,"200 E 32nd St, Chicago, IL 60616, USA",41.8365337,-87.62186439999999,1
SR21-00228164,No Heat Complaint,21-03681472,2/9/2021 7:41 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,4400 W Congress Pkwy,60624,4400 W Congress Pkwy-60624,"4400 W Congress Pkwy, Chicago, IL 60624, USA",41.8742314,-87.73523650000001,1
SR21-00228315,No Heat Complaint,21-03681560,2/9/2021 8:27 PM,2/11/2021 8:14 AM,Completed,"I’ve already approached the tenant and landlord of apt 1, but they say they only need to keep the unit at 60. The temp of our floor indicates that they keep it much lower. They’re very combative and defensive.",DOB - Buildings,Closed,3000 N Sheffield Ave,60657,3000 N Sheffield Ave-60657,"3000 N Sheffield Ave, Chicago, IL 60657, USA",41.9364166,-87.6542542,2
SR21-00228476,No Heat Complaint,21-03681649,2/9/2021 9:52 PM,2/15/2021 10:05 AM,Completed,"I notified my landlord over 3 weeks ago that heat flow did not seem to be working, he has ignored my requests have the heat assessed.",DOB - Buildings,Closed,1000 N Richmond St,60622,1000 N Richmond St-60622,"1000 N Richmond St, Chicago, IL 60622, USA",41.8993634,-87.70076859999999,1
SR21-00228692,No Heat Complaint,21-03681717,2/10/2021 12:20 AM,2/11/2021 1:53 PM,Completed,,DOB - Buildings,Closed,2600 E 80Th St,60617,2600 E 80Th St-60617,"2600 E 80th St, Chicago, IL 60617, USA",41.74996549999999,-87.5613523,1
SR21-00228787,No Heat Complaint,21-03681769,2/10/2021 2:26 AM,2/11/2021 12:18 PM,Completed,,DOB - Buildings,Closed,5300 W Division St,60651,5300 W Division St-60651,"5300 W Division St, Chicago, IL 60651, USA",41.902472,-87.75848300000001,1
SR21-00228851,No Heat Complaint,21-03681798,2/10/2021 4:50 AM,2/12/2021 4:09 PM,Completed,"Caller is 911 operator - Zone 9/ Sargent #530, Dist#5 - 312-747-8210 - (Senior would not open door), and no other information was given.",DOB - Buildings,Closed,12100 S Normal Ave,60628,12100 S Normal Ave-60628,"12100 S Normal Ave, Chicago, IL 60628, USA",41.674062,-87.63485229999999,1
SR21-00229037,No Heat Complaint,21-03681897,2/10/2021 7:00 AM,2/12/2021 9:31 AM,Completed,,DOB - Buildings,Closed,300 E 53Rd St,60615,300 E 53Rd St-60615,"300 E 53rd St, Chicago, IL 60615, USA",41.7984843,-87.61910639999999,1
SR21-00229048,No Heat Complaint,21-03681904,2/10/2021 7:04 AM,2/11/2021 8:32 AM,Completed,LANDLORD WON'T DO ANYTHING---CALLER ONLY SPEAKS SPANISH,DOB - Buildings,Closed,4400 N Keystone Ave,60630,4400 N Keystone Ave-60630,"4400 N Keystone Ave, Chicago, IL 60630, USA",41.9609519,-87.7290228,1
SR21-00229141,No Heat Complaint,21-03681943,2/10/2021 7:27 AM,2/11/2021 12:25 PM,Completed,no heat,DOB - Buildings,Closed,1000 W 79Th St,60620,1000 W 79Th St-60620,"1000 W 79th St, Chicago, IL 60620, USA",41.75081,-87.649097,1
SR21-00229240,No Heat Complaint,21-03682002,2/10/2021 7:48 AM,2/11/2021 3:14 PM,Completed,LANDLORD NOT DOING NOTHING----20 DEGREES IN APTS---ALL 24 APTS HAS NO HEAT,DOB - Buildings,Closed,2100 W Arthur Ave,60645,2100 W Arthur Ave-60645,"2100 W Arthur Ave, Chicago, IL 60645, USA",41.9999024,-87.682844,1
SR21-00229426,No Heat Complaint,21-03682112,2/10/2021 8:26 AM,2/11/2021 4:12 PM,Completed,,DOB - Buildings,Closed,4300 S Dr Martin Luther King Jr Dr,60653,4300 S Dr Martin Luther King Jr Dr-60653,"4300 S Martin Luther King Dr, Chicago, IL 60653, USA",41.8163953,-87.6174307,1
SR21-00229585,No Heat Complaint,21-03682195,2/10/2021 8:51 AM,2/11/2021 4:12 PM,Completed,,DOB - Buildings,Closed,6800 S Champlain Ave,60637,6800 S Champlain Ave-60637,"6800 S Champlain Ave, Chicago, IL 60637, USA",41.7711334,-87.6096317,1
SR21-00229688,No Heat Complaint,21-03682256,2/10/2021 9:05 AM,2/12/2021 10:36 AM,Completed,Please contact caller back-she was no home yesterday for the building inspection due to lack of gas services.  Requesting for the building inspector to contact her back asap for re-inspection.,DOB - Buildings,Closed,1600 S Komensky Ave,60623,1600 S Komensky Ave-60623,"1600 S Komensky Ave, Chicago, IL 60623, USA",41.858842,-87.72616769999999,1
SR21-00229823,No Heat Complaint,21-03682334,2/10/2021 9:20 AM,2/16/2021 12:30 PM,Completed,Please contact caller back regarding this request- caller is very upset that many times reporting this lack of heat problem to 311 to have only 2 heat inspectors contact him ask questions and never come out to apt to inspect for heat problem.  He would like for the inspector to come to apt to see problem in person and is concerned about current below zero temps and lack of heat in apt.,DOB - Buildings,Closed,7300 N Sheridan Rd,60626,7300 N Sheridan Rd-60626,"7300 N Sheridan Rd, Chicago, IL 60626, USA",42.0141796,-87.66462469999999,1
SR21-00230374,No Heat Complaint,21-03682631,2/10/2021 10:20 AM,2/12/2021 1:09 PM,Completed,Property Owner is not providing tenant with any contact information at all.  Please contact caller prior to coming out for entry,DOB - Buildings,Closed,8300 S Maryland Ave,60619,8300 S Maryland Ave-60619,"8300 S Maryland Ave, Chicago, IL 60619, USA",41.7438482,-87.6040864,1
SR21-00230554,No Heat Complaint,21-03682733,2/10/2021 10:40 AM,2/14/2021 11:36 AM,Completed,,DOB - Buildings,Closed,5200 S Morgan St,60609,5200 S Morgan St-60609,"5200 S Morgan St, Chicago, IL 60609, USA",41.7995428,-87.6504281,1
SR21-00230702,No Heat Complaint,21-03682851,2/10/2021 10:53 AM,2/16/2021 8:40 AM,Completed,,DOB - Buildings,Closed,2100 S Fairfield Ave,60608,2100 S Fairfield Ave-60608,"2100 S Fairfield Ave, Chicago, IL 60608, USA",41.8536118,-87.6947916,1
SR21-00231012,No Heat Complaint,21-03683055,2/10/2021 11:25 AM,2/12/2021 3:35 PM,Completed,The caller states that the building has been without heat for 4 days.,DOB - Buildings,Closed,9400 S Stony Island Ave,60617,9400 S Stony Island Ave-60617,"9400 S Stony Island Ave, Chicago, IL 60617, USA",41.72416550000001,-87.5853023,2
SR21-00231139,No Heat Complaint,21-03683122,2/10/2021 11:41 AM,2/10/2021 11:47 AM,Completed,,DOB - Buildings,Closed,6600 S Maplewood Ave,60629,6600 S Maplewood Ave-60629,"6600 S Maplewood Ave, Chicago, IL 60629, USA",41.773558,-87.68750299999999,2
SR21-00231147,No Heat Complaint,21-03683128,2/10/2021 11:42 AM,2/19/2021 8:21 AM,Completed,"Please, please do not tell the managers, owners or maintenance staff I have filed this complaint.  Believe me, it will make my life miserable and they may ask me to leave.  These are not nice people.",DOB - Buildings,Closed,0 W Chestnut St,60610,0 W Chestnut St-60610,"100 W Chestnut St, Chicago, IL 60610, USA",41.8981483,-87.631728,1
SR21-00231741,No Heat Complaint,21-03683481,2/10/2021 12:50 PM,2/12/2021 9:42 AM,Completed,,DOB - Buildings,Closed,7500 S Blackstone Ave,60619,7500 S Blackstone Ave-60619,"7500 S Blackstone Ave, Chicago, IL 60619, USA",41.7587353,-87.5883556,2
SR21-00231792,No Heat Complaint,21-03683513,2/10/2021 12:56 PM,2/12/2021 10:17 AM,Completed,,DOB - Buildings,Closed,100 S Pulaski Rd,60624,100 S Pulaski Rd-60624,"100 S Pulaski Rd, Chicago, IL 60624, USA",41.8791899,-87.7257162,1
SR21-00232514,No Heat Complaint,21-03683933,2/10/2021 2:20 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,1000 W Catalpa Ave,60640,1000 W Catalpa Ave-60640,"1000 W Catalpa Ave, Chicago, IL 60640, USA",41.9818923,-87.65515789999999,1
SR21-00232622,No Heat Complaint,21-03683988,2/10/2021 2:35 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,8300 W Berwyn Ave,60656,8300 W Berwyn Ave-60656,"8300 W Berwyn Ave, Chicago, IL 60656, USA",41.9759384,-87.83398439999999,2
SR21-00233179,No Heat Complaint,21-03684281,2/10/2021 3:37 PM,2/12/2021 11:50 AM,Completed,,DOB - Buildings,Closed,8100 S Manistee Ave,60617,8100 S Manistee Ave-60617,"8100 S Manistee Ave, Chicago, IL 60617, USA",41.74805800000001,-87.558015,1
SR21-00233360,No Heat Complaint,21-03684373,2/10/2021 4:07 PM,2/12/2021 1:09 PM,Completed,,DOB - Buildings,Closed,8500 S Burnham Ave,60617,8500 S Burnham Ave-60617,"8500 S Burnham Ave, Chicago, IL 60617, USA",41.74084089999999,-87.5566388,1
SR21-00233444,No Heat Complaint,21-03684421,2/10/2021 4:19 PM,2/12/2021 9:20 AM,Completed,,DOB - Buildings,Closed,3100 W Polk St,60612,3100 W Polk St-60612,"3100 W Polk St, Chicago, IL 60612, USA",41.8711981,-87.703572,1
SR21-00234369,No Heat Complaint,21-03684922,2/10/2021 8:38 PM,2/16/2021 4:02 PM,Completed,I told my landlord over a month about the heater in my bedroom not workin  and even after my baby was born and told him my newborn was starting to get sick because of how cold it is.,DOB - Buildings,Closed,6000 S Kenneth Ave,60629,6000 S Kenneth Ave-60629,"6000 S Kenneth Ave, Chicago, IL 60629, USA",41.783865,-87.73425399999999,1
SR21-00234480,No Heat Complaint,21-03684977,2/10/2021 9:46 PM,2/16/2021 12:30 PM,Completed,The temperature in our apt has been below 65F since Sunday (Feb 7). Management has been notified about this issue today in the morning (Wed. Feb 10). Some job was done by the maintenance team at 3pm with no noticeable changes to the temp at 9:30 pm,DOB - Buildings,Closed,4600 N Clarendon Ave,60640,4600 N Clarendon Ave-60640,"4600 N Clarendon Ave, Chicago, IL 60640, USA",41.96574030000001,-87.6504617,1
SR21-00234539,No Heat Complaint,21-03685006,2/10/2021 10:15 PM,2/16/2021 4:02 PM,Completed,PLEASE CALL PRIOR HAVE TO LEAVE PROP. DUE TO CONDITIONS,DOB - Buildings,Closed,3700 S Union Ave,60609,3700 S Union Ave-60609,"3700 S Union Ave, Chicago, IL 60609, USA",41.827028,-87.643818,1
SR21-00234760,No Heat Complaint,21-03685085,2/11/2021 1:29 AM,2/12/2021 3:36 PM,Completed,"Caller does not have the phone# or address of owner of building, she will call back.",DOB - Buildings,Closed,11900 S State St,60628,11900 S State St-60628,"11900 S State St, Chicago, IL 60628, USA",41.677867,-87.62300800000001,1
SR21-00234809,No Heat Complaint,21-03685111,2/11/2021 3:17 AM,2/17/2021 3:10 PM,Completed,,DOB - Buildings,Closed,1700 W Peterson Ave,60660,1700 W Peterson Ave-60660,"1700 W Peterson Ave, Chicago, IL 60660, USA",41.99078249999999,-87.6717869,1
SR21-00235138,No Heat Complaint,21-03685231,2/11/2021 7:36 AM,2/15/2021 3:34 PM,Completed,,DOB - Buildings,Closed,7900 S Marquette Ave,60617,7900 S Marquette Ave-60617,"7900 S Marquette Ave, Chicago, IL 60617, USA",41.7518183,-87.558961,1
SR21-00235360,No Heat Complaint,21-03685358,2/11/2021 8:17 AM,2/12/2021 7:14 AM,Completed,LANDLORD REFUSE TO FIX THE HEAT----VALL BEFORE COMING OUT.,DOB - Buildings,Closed,4100 W 87Th St,60652,4100 W 87Th St-60652,"4100 W 87th St, Chicago, IL 60652, USA",41.7351718,-87.7240511,1
SR21-00235380,No Heat Complaint,21-03685369,2/11/2021 8:23 AM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,6000 S Artesian Ave,60629,6000 S Artesian Ave-60629,"6000 S Artesian Ave, Chicago, IL 60629, USA",41.7846024,-87.6853263,1
SR21-00235404,No Heat Complaint,21-03685379,2/11/2021 8:28 AM,2/16/2021 11:55 AM,Completed,,DOB - Buildings,Closed,7200 S Wentworth Ave,60621,7200 S Wentworth Ave-60621,"7200 S Wentworth Ave, Chicago, IL 60621, USA",41.763368,-87.63001299999999,1
SR21-00235827,No Heat Complaint,21-03685626,2/11/2021 9:32 AM,2/12/2021 5:19 PM,Completed,,DOB - Buildings,Closed,1600 S Christiana Ave,60623,1600 S Christiana Ave-60623,"1600 S Christiana Ave, Chicago, IL 60623, USA",41.8590151,-87.7091071,2
SR21-00236008,No Heat Complaint,21-03685753,2/11/2021 9:57 AM,2/12/2021 9:24 AM,Completed,,DOB - Buildings,Closed,1200 W North Shore Ave,60626,1200 W North Shore Ave-60626,"1200 W North Shore Ave, Chicago, IL 60626, USA",42.00363979999999,-87.6611226,2
SR21-00236127,No Heat Complaint,21-03685833,2/11/2021 10:10 AM,2/12/2021 3:06 PM,Completed,,DOB - Buildings,Closed,6500 S Lowe Ave,60621,6500 S Lowe Ave-60621,"6500 S Lowe Ave, Chicago, IL 60621, USA",41.7761618,-87.6407602,1
SR21-00236907,No Heat Complaint,21-03686250,2/11/2021 11:42 AM,2/19/2021 3:19 PM,Completed,"Landlord has been notified and has brought in electricians, but we still have not had heat downstairs for the past several days.",DOB - Buildings,Closed,1500 W Ardmore Ave,60660,1500 W Ardmore Ave-60660,"1500 W Ardmore Ave, Chicago, IL 60660, USA",41.9882359,-87.6680796,2
SR21-00237701,No Heat Complaint,21-03686712,2/11/2021 1:16 PM,2/15/2021 3:34 PM,Completed,trouble shooting this matter to resolve.We will bleed the radiator again and put a new Vale on the radiator to trap the steam also discuss with tenant the need for her 2 monitor grandchild toys and or play with radiator,DOB - Buildings,Closed,6800 S Ridgeland Ave,60649,6800 S Ridgeland Ave-60649,"6800 S Ridgeland Ave, Chicago, IL 60649, USA",41.7714121,-87.58294990000002,1
SR21-00237727,No Heat Complaint,21-03686732,2/11/2021 1:20 PM,2/16/2021 9:58 AM,Completed,NO DOORBELLS-------CALL BFORE COMING OUT---,DOB - Buildings,Closed,4800 S Justine St,60609,4800 S Justine St-60609,"4800 S Justine St, Chicago, IL 60609, USA",41.806256,-87.66402599999999,1
SR21-00237734,No Heat Complaint,21-03686735,2/11/2021 1:21 PM,2/16/2021 8:38 AM,Completed,,DOB - Buildings,Closed,5400 S University Ave,60615,5400 S University Ave-60615,"5400 S University Ave, Chicago, IL 60615, USA",41.7978427,-87.59839559999999,1
SR21-00237759,No Heat Complaint,21-03686751,2/11/2021 1:24 PM,2/13/2021 9:01 AM,Completed,,DOB - Buildings,Closed,6500 N Sacramento Ave,60645,6500 N Sacramento Ave-60645,"6500 N Sacramento Ave, Chicago, IL 60645, USA",41.9993023,-87.7045679,1
SR21-00237788,No Heat Complaint,21-03686770,2/11/2021 1:28 PM,2/12/2021 1:22 PM,Completed,property owner passed away. unsure when but the son is trying to get monies from tenants. Building has no heat and unkept. turned the oven on for heat.,DOB - Buildings,Closed,8200 S Clyde Ave,60617,8200 S Clyde Ave-60617,"8200 S Clyde Ave, Chicago, IL 60617, USA",41.746007,-87.57378899999999,1
SR21-00238177,No Heat Complaint,21-03687014,2/11/2021 2:13 PM,2/12/2021 5:03 PM,Completed,New owner refused to provide heat. Senior is 80yrs old.,DOB - Buildings,Closed,1500 S Drake Ave,60623,1500 S Drake Ave-60623,"1500 S Drake Ave, Chicago, IL 60623, USA",41.8607953,-87.7140319,4
SR21-00239079,No Heat Complaint,21-03687555,2/11/2021 4:06 PM,2/12/2021 1:10 PM,Completed,CALL BEFORE COMING,DOB - Buildings,Closed,1700 W Jonquil Ter,60626,1700 W Jonquil Ter-60626,"1700 W Jonquil Terrace, Chicago, IL 60626, USA",42.021316,-87.673377,2
SR21-00239461,No Heat Complaint,21-03687761,2/11/2021 5:10 PM,2/16/2021 9:18 AM,Completed,,DOB - Buildings,Closed,3500 S Washtenaw Ave,60632,3500 S Washtenaw Ave-60632,"3500 S Washtenaw Ave., Chicago, IL 60632, USA",41.829979,-87.692725,1
SR21-00239709,No Heat Complaint,21-03687882,2/11/2021 6:14 PM,2/16/2021 12:30 PM,Completed,,DOB - Buildings,Closed,7100 S Wentworth Ave,60621,7100 S Wentworth Ave-60621,"7100 S Wentworth Ave, Chicago, IL 60621, USA",41.765415,-87.6297725,2
